citing	cited	new_type	confidence	rationale
0712.0947	0710.4476	uses	high	The citing paper cites [TARGET] as a possible cause for the discrepancy, not as a dispute.
0712.0947	nucl-th/0509039	compares	high	The citing paper notes an advantage over [TARGET]'s method, but this is a neutral comparison, not a dispute of [TARGET]'s claims.
0712.1938	nucl-th/9802071	compares	medium	The context notes differences in renormalization and multiple scattering treatment, but does not assert that the cited paper's claims are wrong or corrected.
0712.2917	hep-th/0703243	contrasts	high	The citing paper explicitly states the cited paper's result is 3 times too small due to a missing term.
0712.1925	0801.0879	uses	high	The citing paper cites the target as evidence that the recent potential overbinds hypernuclei, not as a dispute with the target's own claims.
0712.1925	nucl-th/0506019	uses	high	The citing paper uses the target as the source of the recent potential that overbinds, not as a disagreement with the target's findings.
0712.2456	0706.1522	background	low	Context is too thin to establish a dispute with the cited paper's own claims.
0712.0252	nucl-th/0703102	contrasts	high	The citing paper explicitly contrasts Bonneau's scission criterion with a different mechanism from other references, implying a conceptual disagreement.
0712.0252	0705.2587	contrasts	high	Same context as item 1, directly contrasting the cited paper's criterion with alternative scission properties.
0712.0252	nucl-th/0703092	contrasts	high	Same context as item 1, directly contrasting the cited paper's criterion with alternative scission properties.
0712.2666	nucl-th/0403012	uses	high	The citing paper references [TARGET] as evidence that beyond-rainbow-ladder kernels remove diquark poles, not as a dispute.
0712.2666	hep-ph/9706551	uses	high	Same context as above, [TARGET] is cited as support for the claim about diquark pole removal.
0712.1969	nucl-th/0501061	contrasts	high	The citing paper explicitly states that [TARGET] did not consider a subleading contribution and that its method for determining LECs differs, leading to a discrepancy.
0712.1969	hep-ph/9508388	contrasts	medium	The citing paper notes that [TARGET] yields significantly different values for mass splittings, implying a disagreement with [TARGET]'s results.
0711.2133	nucl-th/0007059	contrasts	high	Citing paper states PHENIX data are not consistent with models predicting J/psi enhancement, directly contradicting the cited paper's claim.
0711.2133	nucl-th/0305084	compares	medium	Citing paper compares its formation time estimate with hydrodynamic initial time, noting a difference but not disputing the cited paper's validity.
0711.2133	hep-ph/0007323	contrasts	high	Citing paper explicitly says data are not consistent with models predicting J/psi enhancement, which is the cited paper's central claim.
0711.2133	nucl-th/0507027	uses	medium	Citing paper mentions the Glauber model as one that fails to explain data, but the cited paper is used as an example of a baseline model, not directly disputed.
0711.2133	nucl-th/0610031	uses	medium	Citing paper notes the QCD-based absorption model failed for Au+Au, citing the target as support for that failure, not disputing the target's own claims.
0712.2680	nucl-th/0101009	compares	medium	The citing paper notes its operator forms differ from the Rarita-Schwinger representation, but does not assert the cited paper's claims are wrong.
0712.1810	astro-ph/0408467	uses	high	The citing paper cites [TARGET] as support for a contrary view to type-I superconductivity, not as a dispute with [TARGET] itself.
0712.1810	nucl-th/0505025	contrasts	high	The citing paper explicitly states that the assumption of strong coupling in [TARGET] is wrong for neutron star matter.
0712.1613	nucl-th/0509048	contrasts	high	Citing paper states the cited paper criticized the FINUDA interpretation, implying disagreement with that interpretation.
0712.1613	nucl-th/0601013	contrasts	high	Citing paper states the cited paper criticized the FINUDA interpretation, implying disagreement with that interpretation.
0712.1613	nucl-th/0701035	contrasts	high	Citing paper states the cited paper considered the compressed state an artifact, indicating a dispute with the claim.
0712.4383	0712.4270	contrasts	high	The citing paper explicitly states its prediction differs from the cited paper's result, attributing the difference to its own inclusion of SU(3) symmetry breaking.
0711.3382	nucl-th/0408060	background	low	The context mentions a failure to describe isoscaling data but does not specify that the cited paper's claims are wrong or in tension.
0711.3382	nucl-th/0410051	background	low	Same context as above, no specific dispute with this cited paper.
0711.3382	nucl-th/0412016	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0406004	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0409080	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0406014	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0403009	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0402023	background	low	Same context, no dispute with this cited paper.
0711.3382	hep-ph/0407157	background	low	Same context, no dispute with this cited paper.
0711.3382	nucl-th/0409014	background	low	Same context, no dispute with this cited paper.
0712.3498	0711.2889	contrasts	high	The citing paper explicitly states that its numerical simulations differ from Ref. [TARGET]'s postulated large relaxation time, implying a disagreement with [TARGET]'s assumption.
0712.3919	hep-lat/0409122	contrasts	high	The citing paper explicitly states that the cited lattice calculation's linear extrapolation assumption is wrong because non-analytic dependencies are not negligible, and the citing paper's calculation corrects this.
0801.3262	0801.2121	background	low	The context mentions Lipkin's article but does not clearly state a dispute with the cited paper's claims.
0801.0453	0712.0732	background	low	The context mentions a later note about dependence on fireball simulation, but does not clearly assert a dispute with the cited paper's own claims.
0801.2813	hep-ph/0606239	background	low	The context mentions wrangles in references but does not specify the dispute with [TARGET] itself.
0712.3404	nucl-th/0506005	contrasts	high	The citing paper explicitly states that the cited paper's renormalization program requires unconventional flows and additional counterterms, implying a problem with the cited approach.
0712.3404	nucl-th/0104030	contrasts	high	The citing paper directly challenges the cited paper's claim that renormalization can be carried out in the Weinberg approach at LO, indicating a dispute.
0801.4256	hep-ph/0106202	contrasts	low	recheck response unparseable, original label kept
0802.1623	nucl-th/0202016	contrasts	medium	The citing paper states that the light front formalism by Miller and Smith is not consistent with the binding effect, implying a disagreement with their results.
0801.1484	0709.0449	background	low	The context only lists the cited papers without any assertion of dispute or comparison.
0801.3635	0804.4670	compares	medium	The context notes a technical difference in derivation but does not dispute the cited paper's claims.
0802.3157	0803.1295	background	low	Context is a reference list entry, no dispute content.
0801.4434	nucl-th/0409038	compares	medium	The citing paper contrasts its approach with other derivations, but does not assert the cited paper's claims are wrong.
0801.4434	0801.4361	compares	medium	The citing paper contrasts its model with numerical hydrodynamic solutions, but no dispute is stated.
0803.0601	nucl-th/0701007	uses	high	The citing paper references [TARGET] as evidence of a failure of Fit 2a, not as a dispute with [TARGET]'s own claims.
0801.2880	nucl-th/0508017	uses	high	The citing paper notes that [TARGET] did not perform a specific investigation, but this is a neutral observation of a difference in scope, not a dispute of [TARGET]'s claims.
0801.2880	nucl-th/0505072	uses	high	Same context as above; the citing paper references [TARGET] to note a methodological difference, not to contradict its findings.
0801.0729	nucl-th/0609023	uses	high	The citing paper mentions drawbacks of the Lee-Suzuki procedure, citing the target as support for those drawbacks, not as a dispute with the target's own claims.
